#nrows  ncols  nnz  Matrix_type Precision Start_index NX NY NZ ProcX ProcY ProcZ Block_size
2625	2625	16825	1	17	0	2625	1	1	1	1	1 1
#rank=0:  16825   2625  1  1# local_nnz local_Nx local_Ny local_Nz
	0	0	3.1076190476190491e-001
	0	2	-1.8666666666666651e-002
	0	1	-2.1428571428571460e-002
	0	3	-3.8095238095238071e-002
	1	1	2.8933333333333350e-001
	1	0	-2.1428571428571460e-002
	1	5	-1.8666666666666640e-002
	1	4	-2.1428571428571450e-002
	1	6	-3.8095238095238210e-002
	2	2	2.9209523809523813e-001
	2	0	-1.8666666666666651e-002
	2	7	-1.8666666666666637e-002
	2	5	-2.1428571428571463e-002
	2	8	-3.8095238095238064e-002
	3	3	3.4885714285714303e-001
	3	0	-3.8095238095238071e-002
	3	8	-1.8666666666666644e-002
	3	6	-2.1428571428571453e-002
	3	9	-3.8095238095238196e-002
	4	4	2.8933333333333339e-001
	4	1	-2.1428571428571450e-002
	4	11	-1.8666666666666672e-002
	4	10	-2.1428571428571300e-002
	4	12	-3.8095238095238099e-002
	5	5	2.7066666666666706e-001
	5	2	-2.1428571428571463e-002
	5	1	-1.8666666666666640e-002
	5	13	-1.8666666666666706e-002
	5	11	-2.1428571428571429e-002
	5	14	-3.8095238095238210e-002
	6	6	3.2742857142857157e-001
	6	1	-3.8095238095238210e-002
	6	3	-2.1428571428571453e-002
	6	14	-1.8666666666666644e-002
	6	12	-2.1428571428571446e-002
	6	15	-3.8095238095238043e-002
	7	7	2.9209523809523741e-001
	7	2	-1.8666666666666637e-002
	7	16	-1.8666666666666772e-002
	7	13	-2.1428571428571377e-002
	7	17	-3.8095238095237925e-002
	8	8	3.3019047619047642e-001
	8	2	-3.8095238095238064e-002
	8	3	-1.8666666666666644e-002
	8	17	-1.8666666666666668e-002
	8	14	-2.1428571428571453e-002
	8	18	-3.8095238095238203e-002
	9	9	3.4885714285714331e-001
	9	3	-3.8095238095238196e-002
	9	18	-1.8666666666666679e-002
	9	15	-2.1428571428571463e-002
	9	19	-3.8095238095238147e-002
	10	10	2.8933333333333688e-001
	10	4	-2.1428571428571300e-002
	10	21	-1.8666666666666880e-002
	10	20	-2.1428571428571568e-002
	10	22	-3.8095238095238709e-002
	11	11	2.7066666666666672e-001
	11	5	-2.1428571428571429e-002
	11	4	-1.8666666666666672e-002
	11	23	-1.8666666666666672e-002
	11	21	-2.1428571428571311e-002
	11	24	-3.8095238095238085e-002
	12	12	3.2742857142857151e-001
	12	4	-3.8095238095238099e-002
	12	6	-2.1428571428571446e-002
	12	24	-1.8666666666666675e-002
	12	22	-2.1428571428571300e-002
	12	25	-3.8095238095238203e-002
	13	13	2.7066666666666661e-001
	13	7	-2.1428571428571377e-002
	13	5	-1.8666666666666706e-002
	13	26	-1.8666666666666769e-002
	13	23	-2.1428571428571425e-002
	13	27	-3.8095238095238154e-002
	14	14	3.0876190476190490e-001
	14	5	-3.8095238095238210e-002
	14	8	-2.1428571428571453e-002
	14	6	-1.8666666666666644e-002
	14	27	-1.8666666666666661e-002
	14	24	-2.1428571428571439e-002
	14	28	-3.8095238095238008e-002
	15	15	3.2742857142857090e-001
	15	6	-3.8095238095238043e-002
	15	9	-2.1428571428571463e-002
	15	28	-1.8666666666666602e-002
	15	25	-2.1428571428571463e-002
	15	29	-3.8095238095238029e-002
	16	16	2.9209523809523574e-001
	16	7	-1.8666666666666772e-002
	16	30	-1.8666666666666606e-002
	16	26	-2.1428571428571241e-002
	16	31	-3.8095238095237648e-002
	17	17	3.3019047619047548e-001
	17	7	-3.8095238095237925e-002
	17	8	-1.8666666666666668e-002
	17	31	-1.8666666666666772e-002
	17	27	-2.1428571428571380e-002
	17	32	-3.8095238095238057e-002
	18	18	3.3019047619047620e-001
	18	8	-3.8095238095238203e-002
	18	9	-1.8666666666666679e-002
	18	32	-1.8666666666666713e-002
	18	28	-2.1428571428571411e-002
	18	33	-3.8095238095238043e-002
	19	19	3.4885714285714342e-001
	19	9	-3.8095238095238147e-002
	19	33	-1.8666666666666703e-002
	19	29	-2.1428571428571467e-002
	19	34	-3.8095238095238196e-002
	20	20	2.8933333333332756e-001
	20	10	-2.1428571428571568e-002
	20	36	-1.8666666666666176e-002
	20	35	-2.1428571428571592e-002
	20	37	-3.8095238095237183e-002
	21	21	2.7066666666667000e-001
	21	11	-2.1428571428571311e-002
	21	10	-1.8666666666666880e-002
	21	38	-1.8666666666666953e-002
	21	36	-2.1428571428571568e-002
	21	39	-3.8095238095238688e-002
	22	22	3.2742857142857551e-001
	22	10	-3.8095238095238709e-002
	22	12	-2.1428571428571300e-002
	22	39	-1.8666666666666873e-002
	22	37	-2.1428571428571581e-002
	22	40	-3.8095238095238598e-002
	23	23	2.7066666666666633e-001
	23	13	-2.1428571428571425e-002
	23	11	-1.8666666666666672e-002
	23	41	-1.8666666666666793e-002
	23	38	-2.1428571428571221e-002
	23	42	-3.8095238095238078e-002
	24	24	3.0876190476190490e-001
	24	11	-3.8095238095238085e-002
	24	14	-2.1428571428571439e-002
	24	12	-1.8666666666666675e-002
	24	42	-1.8666666666666658e-002
	24	39	-2.1428571428571297e-002
	24	43	-3.8095238095238196e-002
	25	25	3.2742857142857185e-001
	25	12	-3.8095238095238203e-002
	25	15	-2.1428571428571463e-002
	25	43	-1.8666666666666675e-002
	25	40	-2.1428571428571287e-002
	25	44	-3.8095238095238196e-002
	26	26	2.7066666666666434e-001
	26	16	-2.1428571428571241e-002
	26	13	-1.8666666666666769e-002
	26	45	-1.8666666666666627e-002
	26	41	-2.1428571428571169e-002
	26	46	-3.8095238095237731e-002
	27	27	3.0876190476190446e-001
	27	13	-3.8095238095238154e-002
	27	17	-2.1428571428571380e-002
	27	14	-1.8666666666666661e-002
	27	46	-1.8666666666666762e-002
	27	42	-2.1428571428571439e-002
	27	47	-3.8095238095237904e-002
	28	28	3.0876190476190413e-001
	28	14	-3.8095238095238008e-002
	28	18	-2.1428571428571411e-002
	28	15	-1.8666666666666602e-002
	28	47	-1.8666666666666634e-002
	28	43	-2.1428571428571470e-002
	28	48	-3.8095238095237974e-002
	29	29	3.2742857142857101e-001
	29	15	-3.8095238095238029e-002
	29	19	-2.1428571428571467e-002
	29	48	-1.8666666666666627e-002
	29	44	-2.1428571428571477e-002
	29	49	-3.8095238095238029e-002
	30	30	2.9209523809524157e-001
	30	16	-1.8666666666666606e-002
	30	50	-1.8666666666666731e-002
	30	45	-2.1428571428571748e-002
	30	51	-3.8095238095238564e-002
	31	31	3.3019047619047348e-001
	31	16	-3.8095238095237648e-002
	31	17	-1.8666666666666772e-002
	31	51	-1.8666666666666623e-002
	31	46	-2.1428571428571238e-002
	31	52	-3.8095238095237807e-002
	32	32	3.3019047619047642e-001
	32	17	-3.8095238095238057e-002
	32	18	-1.8666666666666713e-002
	32	52	-1.8666666666666769e-002
	32	47	-2.1428571428571425e-002
	32	53	-3.8095238095238189e-002
	33	33	3.3019047619047581e-001
	33	18	-3.8095238095238043e-002
	33	19	-1.8666666666666703e-002
	33	53	-1.8666666666666713e-002
	33	48	-2.1428571428571391e-002
	33	54	-3.8095238095238071e-002
	34	34	3.1076190476190541e-001
	34	19	-3.8095238095238196e-002
	34	54	-1.8666666666666710e-002
	34	49	-2.1428571428571463e-002
	35	35	2.8933333333333650e-001
	35	20	-2.1428571428571592e-002
	35	56	-1.8666666666666883e-002
	35	55	-2.1428571428571203e-002
	35	57	-3.8095238095238619e-002
	36	36	2.7066666666666139e-001
	36	21	-2.1428571428571568e-002
	36	20	-1.8666666666666176e-002
	36	58	-1.8666666666666186e-002
	36	56	-2.1428571428571592e-002
	36	59	-3.8095238095237162e-002
	37	37	3.2742857142856480e-001
	37	20	-3.8095238095237183e-002
	37	22	-2.1428571428571581e-002
	37	59	-1.8666666666666172e-002
	37	57	-2.1428571428571592e-002
	37	60	-3.8095238095237162e-002
	38	38	2.7066666666666933e-001
	38	23	-2.1428571428571221e-002
	38	21	-1.8666666666666953e-002
	38	61	-1.8666666666667033e-002
	38	58	-2.1428571428571474e-002
	38	62	-3.8095238095238564e-002
	39	39	3.0876190476190857e-001
	39	21	-3.8095238095238688e-002
	39	24	-2.1428571428571297e-002
	39	22	-1.8666666666666873e-002
	39	62	-1.8666666666666953e-002
	39	59	-2.1428571428571578e-002
	39	63	-3.8095238095238640e-002
	40	40	3.2742857142857529e-001
	40	22	-3.8095238095238598e-002
	40	25	-2.1428571428571287e-002
	40	63	-1.8666666666666890e-002
	40	60	-2.1428571428571578e-002
	40	64	-3.8095238095238661e-002
	41	41	2.7066666666666439e-001
	41	26	-2.1428571428571169e-002
	41	23	-1.8666666666666793e-002
	41	65	-1.8666666666666668e-002
	41	61	-2.1428571428571092e-002
	41	66	-3.8095238095237717e-002
	42	42	3.0876190476190435e-001
	42	23	-3.8095238095238078e-002
	42	27	-2.1428571428571439e-002
	42	24	-1.8666666666666658e-002
	42	66	-1.8666666666666810e-002
	42	62	-2.1428571428571224e-002
	42	67	-3.8095238095238064e-002
	43	43	3.0876190476190501e-001
	43	24	-3.8095238095238196e-002
	43	28	-2.1428571428571470e-002
	43	25	-1.8666666666666675e-002
	43	67	-1.8666666666666713e-002
	43	63	-2.1428571428571273e-002
	43	68	-3.8095238095238106e-002
	44	44	3.2742857142857185e-001
	44	25	-3.8095238095238196e-002
	44	29	-2.1428571428571477e-002
	44	68	-1.8666666666666682e-002
	44	64	-2.1428571428571304e-002
	44	69	-3.8095238095238147e-002
	45	45	2.7066666666667000e-001
	45	30	-2.1428571428571748e-002
	45	26	-1.8666666666666627e-002
	45	70	-1.8666666666666710e-002
	45	65	-2.1428571428571751e-002
	45	71	-3.8095238095238716e-002
	46	46	3.0876190476190196e-001
	46	26	-3.8095238095237731e-002
	46	31	-2.1428571428571238e-002
	46	27	-1.8666666666666762e-002
	46	71	-1.8666666666666627e-002
	46	66	-2.1428571428571189e-002
	46	72	-3.8095238095237682e-002
	47	47	3.0876190476190390e-001
	47	27	-3.8095238095237904e-002
	47	32	-2.1428571428571425e-002
	47	28	-1.8666666666666634e-002
	47	72	-1.8666666666666741e-002
	47	67	-2.1428571428571387e-002
	47	73	-3.8095238095237953e-002
	48	48	3.0876190476190396e-001
	48	28	-3.8095238095237974e-002
	48	33	-2.1428571428571391e-002
	48	29	-1.8666666666666627e-002
	48	73	-1.8666666666666637e-002
	48	68	-2.1428571428571467e-002
	48	74	-3.8095238095237967e-002
	49	49	2.8933333333333305e-001
	49	29	-3.8095238095238029e-002
	49	34	-2.1428571428571463e-002
	49	74	-1.8666666666666630e-002
	49	69	-2.1428571428571484e-002
	50	50	2.9209523809523319e-001
	50	30	-1.8666666666666731e-002
	50	75	-1.8666666666666675e-002
	50	70	-2.1428571428571026e-002
	50	76	-3.8095238095237308e-002
	51	51	3.3019047619048036e-001
	51	30	-3.8095238095238564e-002
	51	31	-1.8666666666666623e-002
	51	76	-1.8666666666666731e-002
	51	71	-2.1428571428571748e-002
	51	77	-3.8095238095238716e-002
	52	52	3.3019047619047376e-001
	52	31	-3.8095238095237807e-002
	52	32	-1.8666666666666769e-002
	52	77	-1.8666666666666634e-002
	52	72	-2.1428571428571238e-002
	52	78	-3.8095238095237807e-002
	53	53	3.3019047619047692e-001
	53	32	-3.8095238095238189e-002
	53	33	-1.8666666666666713e-002
	53	78	-1.8666666666666765e-002
	53	73	-2.1428571428571470e-002
	53	79	-3.8095238095238203e-002
	54	54	2.9209523809523791e-001
	54	33	-3.8095238095238071e-002
	54	34	-1.8666666666666710e-002
	54	79	-1.8666666666666706e-002
	54	74	-2.1428571428571391e-002
	55	55	2.8933333333333655e-001
	55	35	-2.1428571428571203e-002
	55	81	-1.8666666666666894e-002
	55	80	-2.1428571428571536e-002
	55	82	-3.8095238095238612e-002
	56	56	2.7066666666666966e-001
	56	36	-2.1428571428571592e-002
	56	35	-1.8666666666666883e-002
	56	83	-1.8666666666666908e-002
	56	81	-2.1428571428571203e-002
	56	84	-3.8095238095238619e-002
	57	57	3.2742857142857507e-001
	57	35	-3.8095238095238619e-002
	57	37	-2.1428571428571592e-002
	57	84	-1.8666666666666890e-002
	57	82	-2.1428571428571158e-002
	57	85	-3.8095238095238619e-002
	58	58	2.7066666666666112e-001
	58	38	-2.1428571428571474e-002
	58	36	-1.8666666666666186e-002
	58	86	-1.8666666666666314e-002
	58	83	-2.1428571428571637e-002
	58	87	-3.8095238095237106e-002
	59	59	3.0876190476189852e-001
	59	36	-3.8095238095237162e-002
	59	39	-2.1428571428571578e-002
	59	37	-1.8666666666666172e-002
	59	87	-1.8666666666666193e-002
	59	84	-2.1428571428571588e-002
	59	88	-3.8095238095237197e-002
	60	60	3.2742857142856469e-001
	60	37	-3.8095238095237162e-002
	60	40	-2.1428571428571578e-002
	60	88	-1.8666666666666179e-002
	60	85	-2.1428571428571609e-002
	60	89	-3.8095238095237176e-002
	61	61	2.7066666666666744e-001
	61	41	-2.1428571428571092e-002
	61	38	-1.8666666666667033e-002
	61	90	-1.8666666666666835e-002
	61	86	-2.1428571428571384e-002
	61	91	-3.8095238095238224e-002
	62	62	3.0876190476190790e-001
	62	38	-3.8095238095238564e-002
	62	42	-2.1428571428571224e-002
	62	39	-1.8666666666666953e-002
	62	91	-1.8666666666667033e-002
	62	87	-2.1428571428571488e-002
	62	92	-3.8095238095238487e-002
	63	63	3.0876190476190807e-001
	63	39	-3.8095238095238640e-002
	63	43	-2.1428571428571273e-002
	63	40	-1.8666666666666890e-002
	63	92	-1.8666666666666901e-002
	63	88	-2.1428571428571578e-002
	63	93	-3.8095238095238501e-002
	64	64	3.2742857142857529e-001
	64	40	-3.8095238095238661e-002
	64	44	-2.1428571428571304e-002
	64	93	-1.8666666666666901e-002
	64	89	-2.1428571428571595e-002
	64	94	-3.8095238095238612e-002
	65	65	2.7066666666667016e-001
	65	45	-2.1428571428571751e-002
	65	41	-1.8666666666666668e-002
	65	95	-1.8666666666666758e-002
	65	90	-2.1428571428571571e-002
	65	96	-3.8095238095238688e-002
	66	66	3.0876190476190224e-001
	66	41	-3.8095238095237717e-002
	66	46	-2.1428571428571189e-002
	66	42	-1.8666666666666810e-002
	66	96	-1.8666666666666637e-002
	66	91	-2.1428571428571085e-002
	66	97	-3.8095238095237800e-002
	67	67	3.0876190476190463e-001
	67	42	-3.8095238095238064e-002
	67	47	-2.1428571428571387e-002
	67	43	-1.8666666666666713e-002
	67	97	-1.8666666666666783e-002
	67	92	-2.1428571428571255e-002
	67	98	-3.8095238095238126e-002
	68	68	3.0876190476190479e-001
	68	43	-3.8095238095238106e-002
	68	48	-2.1428571428571467e-002
	68	44	-1.8666666666666682e-002
	68	98	-1.8666666666666699e-002
	68	93	-2.1428571428571228e-002
	68	99	-3.8095238095238119e-002
	69	69	2.8933333333333383e-001
	69	44	-3.8095238095238147e-002
	69	49	-2.1428571428571484e-002
	69	99	-1.8666666666666692e-002
	69	94	-2.1428571428571297e-002
	70	70	2.7066666666666223e-001
	70	50	-2.1428571428571026e-002
	70	45	-1.8666666666666710e-002
	70	100	-1.8666666666666672e-002
	70	95	-2.1428571428571019e-002
	70	101	-3.8095238095237426e-002
	71	71	3.0876190476190857e-001
	71	45	-3.8095238095238716e-002
	71	51	-2.1428571428571748e-002
	71	46	-1.8666666666666627e-002
	71	101	-1.8666666666666710e-002
	71	96	-2.1428571428571738e-002
	71	102	-3.8095238095238550e-002
	72	72	3.0876190476190168e-001
	72	46	-3.8095238095237682e-002
	72	52	-2.1428571428571238e-002
	72	47	-1.8666666666666741e-002
	72	102	-1.8666666666666564e-002
	72	97	-2.1428571428571217e-002
	72	103	-3.8095238095237655e-002
	73	73	3.0876190476190402e-001
	73	47	-3.8095238095237953e-002
	73	53	-2.1428571428571470e-002
	73	48	-1.8666666666666637e-002
	73	103	-1.8666666666666710e-002
	73	98	-2.1428571428571377e-002
	73	104	-3.8095238095237974e-002
	74	74	2.7066666666666578e-001
	74	48	-3.8095238095237967e-002
	74	54	-2.1428571428571391e-002
	74	49	-1.8666666666666630e-002
	74	104	-1.8666666666666640e-002
	74	99	-2.1428571428571429e-002
	75	75	2.9209523809524168e-001
	75	50	-1.8666666666666675e-002
	75	105	-1.8666666666666384e-002
	75	100	-2.1428571428571758e-002
	75	106	-3.8095238095238591e-002
	76	76	3.3019047619047065e-001
	76	50	-3.8095238095237308e-002
	76	51	-1.8666666666666731e-002
	76	106	-1.8666666666666692e-002
	76	101	-2.1428571428571023e-002
	76	107	-3.8095238095237412e-002
	77	77	3.3019047619048064e-001
	77	51	-3.8095238095238716e-002
	77	52	-1.8666666666666634e-002
	77	107	-1.8666666666666755e-002
	77	102	-2.1428571428571748e-002
	77	108	-3.8095238095238654e-002
	78	78	3.3019047619047387e-001
	78	52	-3.8095238095237807e-002
	78	53	-1.8666666666666765e-002
	78	108	-1.8666666666666637e-002
	78	103	-2.1428571428571248e-002
	78	109	-3.8095238095237779e-002
	79	79	2.9209523809523885e-001
	79	53	-3.8095238095238203e-002
	79	54	-1.8666666666666706e-002
	79	109	-1.8666666666666762e-002
	79	104	-2.1428571428571470e-002
	80	80	2.8933333333332745e-001
	80	55	-2.1428571428571536e-002
	80	111	-1.8666666666666200e-002
	80	110	-2.1428571428571644e-002
	80	112	-3.8095238095237134e-002
	81	81	2.7066666666666928e-001
	81	56	-2.1428571428571203e-002
	81	55	-1.8666666666666894e-002
	81	113	-1.8666666666666918e-002
