#size 	nnz 	Precision 	Start_index
2625	2625	17	0
#rank=0:  2625   2625  #  local_size   local_nnz
	0	6.3046717907221442e-015
	1	6.7272882389032775e-015
	2	8.0399888779762990e-015
	3	-1.7950716088533606e-014
	4	5.7927219539676521e-015
	5	1.7828383140343056e-014
	6	-1.9158988470759368e-014
	7	7.3602066095638597e-015
	8	-2.2736993176936343e-014
	9	-1.0185666481939528e-014
	10	1.2158633432682894e-014
	11	2.5367853901073168e-014
	12	-1.6374959309174513e-014
	13	2.6602648422645613e-014
	14	-1.3112389526340900e-015
	15	1.4706492020881358e-015
	16	1.3785034947233032e-014
	17	-2.4977437356433975e-014
	18	-2.0412874635985958e-015
	19	3.8345392909862076e-014
	20	1.8054963609725745e-014
	21	3.9552491223248992e-014
	22	-1.1907082435040259e-014
	23	3.5304868269920370e-014
	24	1.3467062939378921e-014
	25	1.1537392787628752e-014
	26	4.2594757880729488e-014
	27	9.5821047152952099e-015
	28	2.3717211124387909e-014
	29	6.3121118740209418e-014
	30	1.9875870358745072e-014
	31	-2.4166893317997969e-014
	32	6.6920572798907741e-015
	33	6.5750175177281100e-014
	34	4.5134222062850318e-015
	35	1.8013393985531582e-014
	36	4.9497790736973760e-014
	37	-1.2753023345067312e-014
	38	4.9918861764971597e-014
	39	2.1879675382196339e-014
	40	1.6412269204676934e-014
	41	5.1824550579755268e-014
	42	2.3268640994283996e-014
	43	3.7459539903659977e-014
	44	7.1565902016700587e-014
	45	5.5153206937975067e-014
	46	1.8757567018951257e-014
	47	3.8448702010814787e-014
	48	1.0271590143618874e-013
	49	3.7487881476835970e-015
	50	2.1923615707412653e-014
	51	-2.8893200579614220e-014
	52	1.2013554900026598e-014
	53	8.1062620698463673e-014
	54	3.3758019539204941e-015
	55	1.6440023086226668e-014
	56	4.8120247719631394e-014
	57	-1.7475697470614553e-014
	58	5.7921697183338568e-014
	59	2.0526442483709115e-014
	60	1.7834761936735702e-014
	61	6.7670473945068542e-014
